ID,datetime,siteid,offerid,category,merchant,countrycode,browserid,devid,click
IDDedWtU1,2017-01-14 12:28:30,9795582,829686,97863,61392274,b,Mozilla,Desktop,0
IDZM4NVxu,2017-01-14 13:38:34,7270757,237536,93286,47079934,a,Edge,Tablet,0
IDjZJyJeN,2017-01-14 09:10:53,6769712,330358,40339,72089744,b,Edge,Tablet,0
ID1uTLpLn,2017-01-14 11:40:03,8877897,465520,44388,29916445,a,Firefox,Mobile,0
IDHRKKce1,2017-01-19 10:40:38,792847,343481,45620,54630329,b,Firefox,Mobile,0
ID8KuxjsR,2017-01-18 13:49:21,2709072,433700,99178,46997962,b,,Desktop,0
IDq42863l,2017-01-20 13:01:28,4101601,229385,42227,95013373,d,,Mobile,0
ID4eiSbQY,2017-01-14 15:40:30,309047,624863,97863,67290861,c,Edge,,0
IDwomFpFY,2017-01-18 10:00:41,,926987,34670,87807327,d,Edge,,0
IDF0qxIJJ,2017-01-17 16:46:31,2448929,702972,8467,44110614,b,Edge,Tablet,0
IDTeTDVwP,2017-01-16 14:25:41,6917721,722529,53956,52437512,c,Edge,Tablet,0
IDjvMdCJW,2017-01-15 11:52:31,7927839,685465,5602,60774669,a,Edge,,0
IDHMK4yPU,2017-01-19 08:09:54,5067328,577812,17714,61682792,a,Firefox,Mobile,0
ID0EBOhiM,2017-01-10 18:12:36,9435978,368697,45287,74363610,a,Mozilla,Desktop,0
ID46ghNdu,2017-01-10 17:57:37,2962045,558156,42227,49384126,b,Firefox,Mobile,0
IDpw2Ri2v,2017-01-13 16:05:17,4677973,816585,35046,31388981,b,Firefox,Mobile,0
IDVJzhlUQ,2017-01-18 12:31:09,,41470,41706,16943535,a,,Mobile,0
ID1GZA6Hi,2017-01-20 15:11:04,1575956,149802,904,2050923,c,Mozilla,Desktop,0
IDmgOKYnl,2017-01-10 11:38:16,7317291,58814,92704,93157824,b,Edge,Tablet,0
IDb8fRnoW,2017-01-10 16:46:14,5635120,650504,6906,99510044,f,Firefox,Mobile,0
IDHKHUEeD,2017-01-12 01:18:31,2002939,578375,28971,47079934,d,InternetExplorer,Desktop,1
IDuy8EzJ0,2017-01-12 15:32:13,753694,103249,40339,43452411,b,Edge,,0
IDytJ20IA,2017-01-16 17:43:02,,76880,40050,79906734,b,Google Chrome,Mobile,0
IDdB7qGHA,2017-01-12 14:17:59,9165828,50553,17118,69514806,e,Google Chrome,,0
IDCqnrnXU,2017-01-18 16:35:17,7579884,68032,46955,74868704,b,Firefox,Mobile,0
IDzT8zlyx,2017-01-15 18:27:27,741390,710307,40339,43452411,a,Firefox,Mobile,0
IDDSHeETU,2017-01-11 19:09:08,837139,501445,42227,1436904,b,Edge,Tablet,0
IDLVQ5OHw,2017-01-13 15:05:52,702435,347013,12211,55358028,e,Firefox,Mobile,0
IDBGpYiwz,2017-01-13 09:41:13,3730380,355377,42227,43770446,e,Mozilla Firefox,,0
IDKHYKupE,2017-01-20 13:05:21,6864471,4451,82877,38492160,b,Internet Explorer,Tablet,0
IDvdAXbwB,2017-01-11 08:41:56,8767673,635959,17714,74363610,b,Edge,Tablet,0
IDDWBNbjI,2017-01-20 13:25:33,,411049,835,79906734,b,IE,Mobile,0
IDQh6y5iX,2017-01-15 15:46:20,452095,567101,46450,47079934,a,Google Chrome,Mobile,0
IDa1h2fZn,2017-01-16 10:48:41,8309138,297426,42227,1189152,a,Chrome,Desktop,0
IDKaGQKAp,2017-01-11 17:25:06,670690,24906,46450,47079934,a,,Mobile,0
ID7Vpbrg9,2017-01-15 17:13:18,7472852,145867,904,94350426,b,IE,Mobile,0
IDeP7VTEN,2017-01-11 19:32:53,6130631,762031,35046,31388981,a,Mozilla Firefox,,0
IDOEtLhZO,2017-01-16 17:11:41,8524500,414827,17714,26391770,f,Mozilla,Desktop,0
IDgC5AvqP,2017-01-18 15:51:18,7638790,64885,89522,4687433,d,Mozilla,Desktop,0
IDj9Uq11f,2017-01-17 07:25:47,1597597,73459,8675,43770446,b,Mozilla,Desktop,0
IDt28Ru1v,2017-01-11 17:53:12,5842114,300577,17714,74363610,b,Firefox,Mobile,0
ID0MZBhhu,2017-01-16 17:03:33,8726149,469210,30580,67147700,b,Firefox,Mobile,0
IDSZCbq17,2017-01-17 16:26:38,2648492,782876,93286,25113706,b,Edge,Tablet,0
ID4ICHqwO,2017-01-15 02:42:22,7860250,987070,99178,6171136,a,Firefox,Mobile,0
IDxdbydhY,2017-01-12 14:30:59,6566815,505506,42227,43179292,b,Edge,Tablet,0
IDV425ZQ3,2017-01-17 11:09:37,5098801,382869,40339,43452411,a,Firefox,Mobile,0
IDTHvso2B,2017-01-14 13:00:46,6724886,804300,17714,74363610,b,Edge,Tablet,0
IDWXB8M72,2017-01-11 17:01:34,,265186,71441,7122654,d,IE,Mobile,1
IDqM8zKG4,2017-01-12 15:02:11,,838565,54343,71193712,b,Firefox,Mobile,0
IDKVtoJkc,2017-01-20 13:08:37,5608079,580305,8467,90276693,b,Mozilla Firefox,Desktop,0
IDL0dLitu,2017-01-15 17:19:09,6302670,867395,41706,4000296,b,Edge,,0
IDohfv2t9,2017-01-14 12:04:00,2620201,316163,97863,56008048,b,Firefox,Mobile,0
IDVFLqxfl,2017-01-12 17:24:38,,178485,989,7122654,e,Edge,Tablet,0
IDaGGpUD9,2017-01-12 13:27:21,,523352,84974,26989642,b,Firefox,Mobile,0
ID7vQCo4g,2017-01-18 06:51:45,9670354,561130,13412,77318092,b,Firefox,Mobile,0
IDORpTV2g,2017-01-20 09:40:53,9773624,626494,74711,31463671,c,Edge,,0
IDHZPpUwZ,2017-01-17 05:39:26,2261041,834014,26966,49554217,a,Mozilla Firefox,Desktop,0
IDcb9kRBg,2017-01-18 11:04:59,4315787,480910,13412,77318092,a,Firefox,Mobile,0
IDqmKidqY,2017-01-12 07:15:01,9502667,304130,41706,4000296,d,Safari,Tablet,0
IDICMqhHy,2017-01-14 12:56:35,4302886,444611,40339,37135965,b,Firefox,Mobile,0
ID5l50bWT,2017-01-18 10:08:00,1420380,429509,34670,46997962,b,Edge,Tablet,0
IDJxAlymf,2017-01-14 15:18:12,4653829,112292,40339,7181598,a,Mozilla Firefox,Desktop,0
IDRrUUZiY,2017-01-10 08:03:23,6368459,519570,84987,99558603,a,Mozilla,Desktop,0
IDsXPvRUy,2017-01-17 21:26:48,,593093,96313,79906734,d,InternetExplorer,Desktop,1
ID5KQJXVs,2017-01-18 10:50:46,1651433,105786,48430,39772159,a,Edge,Tablet,0
ID8JX88gI,2017-01-18 17:26:39,5235316,631376,1678,76522512,c,Firefox,,0
IDuMCRBc7,2017-01-13 10:43:17,5248221,716648,33638,13789995,b,Edge,Tablet,0
IDLsKFaHh,2017-01-17 09:32:48,8822480,344052,33638,79906734,b,Google Chrome,Mobile,0
IDefSlYJP,2017-01-18 10:37:22,7033740,542775,42227,49384126,b,Edge,,0
IDoeO2Vmu,2017-01-12 17:39:19,366036,588736,21407,47079934,b,Chrome,Desktop,0
IDhz2IwrK,2017-01-16 08:40:19,9281098,212968,83091,91553313,b,IE,Mobile,0
IDhrf28Nn,2017-01-16 08:51:47,6865454,759201,17714,74363610,d,Internet Explorer,Tablet,0
IDwAu2RSF,2017-01-14 10:02:13,8964125,237603,1678,76464134,a,Edge,Tablet,0
ID1QHg9dN,2017-01-17 09:22:44,8098772,899009,36610,74868704,b,Edge,Tablet,0
IDbqKbeRr,2017-01-16 11:26:38,,610953,40339,37135965,b,Mozilla Firefox,Desktop,0
IDfFq1k8A,2017-01-10 13:04:32,4475824,921290,904,58604466,a,Mozilla Firefox,Desktop,0
IDuAjH1Jh,2017-01-20 17:49:31,3810411,782695,80319,92640312,e,Mozilla Firefox,,0
IDeDaW88G,2017-01-11 11:19:54,7450680,849818,53956,66240359,b,Google Chrome,,0
IDTSm5MBN,2017-01-17 06:58:11,5866913,83849,9764,32738053,a,,Tablet,0
IDMCMXqwb,2017-01-10 11:29:26,4349078,154941,33638,47079934,b,Edge,Tablet,0
IDvAnQxzu,2017-01-11 13:05:01,7450680,825421,97863,36994522,e,Edge,,0
IDlmg0PVI,2017-01-11 18:44:29,,202737,89522,36110244,e,Safari,,0
IDfi0ENDG,2017-01-10 13:44:11,6143551,775019,17714,74363610,e,Mozilla,Desktop,0
IDEwe4LYV,2017-01-20 17:59:49,2673842,646640,28270,26391770,d,Firefox,Mobile,0
IDdqkBiBJ,2017-01-17 13:03:26,7852619,358649,95113,65017662,a,IE,Mobile,0
IDgW24WLa,2017-01-10 13:17:19,4250674,150455,33287,94930037,b,Edge,Tablet,0
IDZ5qGN5r,2017-01-20 11:00:30,9387886,109612,40339,43452411,f,Mozilla,Desktop,0
IDzl8T7ho,2017-01-11 10:38:26,,680296,14345,87876422,b,Firefox,Mobile,0
IDmai73q4,2017-01-11 05:58:45,8411806,87785,54916,7864011,a,Mozilla,Desktop,0
IDIcJ4BjH,2017-01-11 17:59:40,5035525,988403,20665,27723861,b,InternetExplorer,Desktop,0
IDfU3Qu1B,2017-01-16 15:23:10,964676,235486,12052,31388981,b,IE,Mobile,0
ID6OKXygO,2017-01-15 06:34:24,2429200,68770,43612,74868704,a,Edge,Tablet,0
IDGMzLQuG,2017-01-19 14:55:19,2697708,660363,34670,1569330,b,InternetExplorer,Desktop,0
IDscTfepL,2017-01-14 09:56:19,8734545,161429,45620,31388981,a,Edge,Tablet,0
ID06mxCZl,2017-01-16 13:27:42,4499273,373197,54916,43526789,a,InternetExplorer,,0
IDCncSTXa,2017-01-14 04:22:24,6223526,260295,6906,99510044,a,Edge,Tablet,0
ID40NSlSn,2017-01-11 13:25:04,588585,619592,10345,26461535,b,Firefox,Mobile,0
IDFznmLyk,2017-01-15 13:25:55,4782754,374616,34670,20116446,a,Internet Explorer,Tablet,0
IDZarH8kY,2017-01-20 11:49:01,9732114,377477,20322,43770446,c,Firefox,Mobile,0
IDmhwBcM7,2017-01-16 14:00:05,8405126,906708,97863,3156697,c,Edge,Tablet,0
IDNi9C9yP,2017-01-13 12:31:35,3713971,475146,29183,49777864,b,Firefox,Mobile,0
IDBP9QMnw,2017-01-13 11:37:09,9110397,618441,5602,72451969,d,Edge,,0
IDyTP3WTt,2017-01-13 09:38:01,,51990,9764,58163546,b,Firefox,Mobile,0
IDrI5pCg7,2017-01-18 10:37:11,4782754,463176,41640,74868704,a,Mozilla,Desktop,0
ID4Eg2hho,2017-01-14 11:29:32,2899790,79243,97863,3156697,b,Mozilla Firefox,Desktop,0
IDUlUvJdR,2017-01-17 13:42:07,2542663,153838,2053,46997962,f,IE,Mobile,0
IDbUs3MJh,2017-01-12 08:38:27,7922053,322232,904,20301556,d,Mozilla Firefox,Desktop,0
IDZTOqPFQ,2017-01-15 13:18:05,7864041,581021,6906,99510044,a,Edge,Tablet,0
ID1CFYQby,2017-01-14 14:18:52,3580021,985573,54125,2835657,b,Edge,,0
IDPt5VxNJ,2017-01-17 02:00:23,6927730,596873,42227,83172146,f,Firefox,Mobile,0
IDX1n3hJJ,2017-01-17 08:42:25,5304670,478791,64452,24853566,c,Mozilla Firefox,Desktop,0
IDt0Lgb9J,2017-01-17 12:37:57,,131596,82877,38492160,e,Edge,Tablet,0
IDWu475Ak,2017-01-17 08:17:45,427192,811236,48498,77046603,a,Edge,Tablet,0
IDRJmkhRC,2017-01-20 12:28:10,3949808,686721,89522,29624796,a,InternetExplorer,Desktop,0
IDWozWXk1,2017-01-16 10:42:36,1063351,306556,10345,33683592,f,Firefox,Mobile,0
IDh0pABOO,2017-01-10 14:38:43,608551,821049,12211,50595884,b,Mozilla,Desktop,0
IDz6VcDOw,2017-01-18 19:48:29,6284726,881361,62809,81826544,c,Google Chrome,Mobile,1
IDJgRmVyA,2017-01-14 10:45:06,5106227,124731,70424,29916445,d,Mozilla,,0
IDLFcjs2c,2017-01-14 02:35:23,275388,346267,17714,26391770,a,Firefox,Mobile,0
IDtSSTbVg,2017-01-13 13:22:26,3428619,285711,73248,7864011,d,Edge,,0
IDNwCspIq,2017-01-11 17:08:48,2287241,52797,42227,49384126,a,Firefox,Mobile,0
ID1EqrRop,2017-01-17 15:49:12,2605848,954239,11837,5716520,d,,,0
ID4p1Ith3,2017-01-12 14:01:31,6811701,552225,10345,17777318,c,Google Chrome,Mobile,1
IDeRxiU2y,2017-01-16 17:19:48,9673177,254372,41706,16943535,b,Mozilla,Desktop,0
ID2y6c5bS,2017-01-20 17:29:04,3691282,16183,17714,26391770,b,Mozilla,Desktop,0
ID16oAzaV,2017-01-11 14:17:29,2856463,55983,8467,7122654,b,Edge,,0
IDJXgMsTF,2017-01-14 07:32:09,2899860,590061,34670,1569330,c,Firefox,Mobile,0
IDdWGS7Xs,2017-01-16 17:07:54,2841017,667828,42227,30860214,b,,,0
IDhdMIYvo,2017-01-20 17:42:21,1152413,444452,41640,45753283,a,Edge,Tablet,0
IDL5KPa9o,2017-01-17 09:06:50,,259381,95113,65017662,b,Mozilla,Desktop,0
IDXfbtQm2,2017-01-12 18:14:01,678880,154731,87895,17488931,b,Firefox,Mobile,0
IDc2C0UF0,2017-01-14 16:25:17,878217,697387,48498,35888759,b,InternetExplorer,Desktop,0
ID3fhyj02,2017-01-13 15:54:43,4594591,143279,84974,17488931,a,Firefox,Mobile,0
IDtgELDM4,2017-01-18 02:20:20,,382869,40339,43452411,b,Firefox,Mobile,0
IDHrIcPMo,2017-01-13 17:27:34,4813496,388555,5602,60774669,b,InternetExplorer,Desktop,0
IDMRFoDLT,2017-01-11 19:48:20,6577187,942494,92548,74363610,b,Firefox,Mobile,0
IDKOSRDJf,2017-01-10 08:48:19,2681270,30958,54916,12817537,b,IE,Mobile,0
ID5tuBLoe,2017-01-16 11:00:14,7748749,6963,73248,50706198,b,Internet Explorer,Tablet,0
IDc4UpmLY,2017-01-12 09:52:15,4669520,582574,45620,15323720,e,Mozilla,Desktop,0
ID2uR2t5T,2017-01-11 13:44:27,6240846,386110,44388,26391770,b,Mozilla Firefox,Desktop,0
ID2Iy9rEa,2017-01-12 10:28:04,3680167,367026,48498,93157824,b,Mozilla,,0
IDDyB5fqk,2017-01-17 16:48:03,5213211,346319,10345,17777318,f,Firefox,Mobile,0
ID3OnwzFZ,2017-01-12 17:21:51,5500788,707919,95113,92640312,b,InternetExplorer,Desktop,0
IDcPQmwds,2017-01-10 12:57:36,,583763,42227,49384126,f,Edge,Tablet,0
IDKrYxFAu,2017-01-16 10:06:12,5276329,580706,65251,57977218,c,Edge,Tablet,0
IDgOBoRXW,2017-01-18 11:27:51,9393569,501896,93286,69514806,b,Firefox,Mobile,0
IDWPWS9t3,2017-01-16 08:20:20,5325649,68068,40339,7122654,e,Mozilla,Desktop,0
IDoliYTqL,2017-01-14 12:37:13,2756739,188149,35046,31388981,f,Firefox,,0
IDvCzGWhe,2017-01-17 13:37:01,,297015,6906,99510044,e,Firefox,Mobile,0
IDpPykM4K,2017-01-18 14:42:56,8874366,382869,40339,43452411,b,Firefox,Mobile,0
ID7wAy5kB,2017-01-16 07:05:08,1455668,848318,82396,26461535,e,Chrome,Desktop,0
IDu70xIOG,2017-01-13 11:10:58,4568418,616791,11837,90276693,c,Firefox,Mobile,0
ID0QqCsJl,2017-01-13 13:52:15,8132379,659790,73248,49384126,c,Mozilla,,0
IDOcgmDJA,2017-01-19 08:03:18,7365308,955893,82877,79906734,b,Edge,,0
IDuJp1aEb,2017-01-12 14:48:55,618092,382636,35046,54630329,e,Firefox,,0
IDoKdrOAT,2017-01-14 09:26:13,2887246,814908,5602,60774669,a,Edge,,0
IDW14uaiy,2017-01-14 11:40:58,5523448,782792,93188,91553313,b,Mozilla,Desktop,0
IDLyhssZZ,2017-01-11 18:14:36,1592120,670399,82396,26461535,c,InternetExplorer,Desktop,1
ID6FRn2wb,2017-01-18 02:33:51,1528906,490863,84974,78683718,b,Firefox,Mobile,0
IDrva3lcB,2017-01-11 18:01:50,9239851,281972,3643,555603,b,Firefox,Mobile,0
IDEhYYkRJ,2017-01-20 17:05:52,,182915,17714,83175152,b,Chrome,Desktop,0
IDszpDhBy,2017-01-12 16:19:11,9727972,249153,73248,1189152,b,,Tablet,0
IDmjXSebP,2017-01-18 16:15:37,4354370,344364,6906,99510044,a,Firefox,Mobile,0
IDkurbh18,2017-01-15 15:05:59,3378721,324812,30580,67147700,f,Google Chrome,,0
ID9riz2JU,2017-01-17 08:48:31,383149,740996,97807,26391770,b,,Tablet,0
ID0AqkcYo,2017-01-20 11:16:30,5014115,232216,49810,17488931,b,,Mobile,0
IDLFUI7Nw,2017-01-17 10:38:54,5989246,504210,89522,47079934,b,Edge,Tablet,0
IDhK7gDPC,2017-01-15 14:13:12,4858374,175979,11837,49384126,a,Mozilla Firefox,Desktop,0
IDTmMbbmW,2017-01-20 03:02:28,7860250,156932,42227,49384126,b,Edge,,0
IDa45qbya,2017-01-20 10:45:18,3908270,872512,15912,7864011,e,Firefox,Mobile,0
IDn9JFAvX,2017-01-13 13:05:22,,198878,12052,39507200,a,Edge,,0
ID2g3yzYo,2017-01-19 05:30:07,1834278,847562,26966,81055422,b,Edge,Tablet,0
IDn52LaZL,2017-01-14 14:47:36,9521086,163151,26162,555603,a,Internet Explorer,Tablet,0
IDXrOTj5J,2017-01-14 08:49:12,9802921,86363,53956,47079934,b,Chrome,Desktop,0
ID19TPdyt,2017-01-15 10:13:02,7688452,476197,20665,20301556,a,Edge,,0
IDimnKHlL,2017-01-20 14:15:42,8262888,180485,92704,51545768,c,Firefox,Mobile,0
IDquDED47,2017-01-13 07:40:35,7852936,700779,17714,26391770,b,Mozilla Firefox,Desktop,0
IDko58OdD,2017-01-11 13:40:50,8956254,150713,26849,1436904,f,Mozilla Firefox,Desktop,0
ID4YtXG2p,2017-01-19 17:10:34,6174110,83891,17714,2050923,e,Firefox,Mobile,0
IDQiHzMXG,2017-01-11 06:50:59,4653091,550575,40339,43452411,c,Google Chrome,Mobile,0
IDcTfITqO,2017-01-17 16:24:43,3380484,533187,98552,9556126,b,Firefox,Mobile,0
IDzmOLwSs,2017-01-10 17:59:22,799659,231666,93286,18243870,b,Edge,Tablet,0
ID2g6TTjD,2017-01-20 16:43:40,3469105,501967,6906,99510044,f,Firefox,,0
IDASeXWi7,2017-01-18 08:49:58,4882623,803700,42227,54526992,b,Edge,Tablet,0
ID4vZeNMb,2017-01-11 14:58:45,1276827,104018,8414,74868704,b,Edge,,0
ID426u0gv,2017-01-11 16:44:23,2489870,841507,26849,43770446,b,Firefox,Mobile,0
IDEu1vVJ2,2017-01-13 16:34:03,9824877,564229,40339,43452411,f,Chrome,Desktop,0
IDPxlS7AV,2017-01-12 08:17:34,2303671,30401,1678,94555413,b,Firefox,Mobile,0
IDy3UM41f,2017-01-14 14:33:56,4809522,921038,17714,74363610,b,Mozilla,Desktop,0
IDThcOU3Z,2017-01-20 10:45:17,5059110,476274,23576,17990842,a,Opera,Mobile,0
IDJrL3GrU,2017-01-17 15:29:22,3530505,561549,62416,47941469,b,Mozilla,Desktop,0
IDiUxWdvb,2017-01-19 08:37:00,4866826,421412,68947,93157824,d,Firefox,Mobile,0
IDTUsmuCP,2017-01-13 10:25:33,,198809,80554,61940782,e,Edge,Tablet,0
IDet9zRPK,2017-01-15 07:41:52,2692338,207652,80524,91553313,a,Firefox,Mobile,0
IDwUC8jVN,2017-01-11 02:41:32,7899428,247307,34670,87807327,b,Mozilla,Desktop,0
IDF4jlOg6,2017-01-14 10:20:27,5519190,469835,2053,11053265,f,Edge,Tablet,0
IDIFUCR5k,2017-01-20 08:15:31,3071589,540516,70409,49384126,b,Edge,Tablet,0
IDZ06WQhK,2017-01-19 12:42:50,4013522,324966,904,26391770,a,Edge,Tablet,0
IDlYsvlVr,2017-01-14 07:16:01,4219618,134178,6906,99510044,f,Mozilla,Desktop,0
IDbW2N2QW,2017-01-11 18:40:04,6254016,264569,42227,5675575,b,,Tablet,0
IDeCZqFOM,2017-01-11 18:19:18,3875613,556260,5602,47079934,b,Firefox,Mobile,0
IDSm9zcI2,2017-01-11 14:49:31,9110397,719322,5602,72451969,b,Firefox,Mobile,0
ID7iEbO8j,2017-01-11 11:05:23,3746633,7418,17714,74363610,d,InternetExplorer,Desktop,0
IDDfeh2rc,2017-01-11 14:45:56,7342953,415384,37718,20301556,a,Mozilla,Desktop,0
IDzweV7XO,2017-01-20 17:09:43,827708,741624,17714,27723861,c,Firefox,Mobile,0
IDRL6G9Iv,2017-01-11 14:55:08,9597060,164764,8467,56546102,b,IE,Mobile,0
IDUylQged,2017-01-12 16:51:12,3799940,344642,55541,74363610,a,Edge,Tablet,0
IDwuksb6W,2017-01-17 10:54:21,5254049,436908,42227,49384126,c,InternetExplorer,Desktop,0
IDMDHRaWm,2017-01-12 04:50:23,2743846,633733,904,2050923,c,Mozilla,Desktop,0
IDn1zTuTs,2017-01-20 07:05:51,2102975,930298,12052,74868704,a,Edge,Tablet,0
IDWJDCZ93,2017-01-20 17:50:41,9811286,524173,1678,96142930,b,InternetExplorer,Desktop,0
IDPcfmVXq,2017-01-16 15:18:36,945878,376274,98552,26461535,a,Edge,Tablet,0
IDS2vPeCZ,2017-01-13 11:35:46,2140495,933970,33638,78406516,f,Firefox,Mobile,0
ID57CRFcL,2017-01-12 18:38:49,3068911,939373,56811,51330651,a,InternetExplorer,Desktop,1
IDtMr4x0q,2017-01-19 08:39:54,9325742,465909,54343,3638268,b,Firefox,,0
IDnUmyLWd,2017-01-15 14:59:36,8734545,853271,82877,38492160,a,Edge,Tablet,0
IDncPqZuk,2017-01-16 08:21:16,5572741,942908,54125,65017662,d,Google Chrome,Mobile,1
IDALdPkXK,2017-01-13 12:15:40,6800392,821491,42227,1189152,b,Google Chrome,Mobile,0
IDTEZF9uO,2017-01-10 18:48:07,2444167,550825,45620,31388981,a,Edge,Tablet,0
ID8tSyVvd,2017-01-16 02:00:43,4898795,737702,41706,16943535,b,Mozilla,Desktop,0
IDHzgAhnk,2017-01-16 07:26:05,8411806,508906,68947,7864011,b,Edge,Tablet,0
IDTTFcYey,2017-01-10 15:46:46,1349250,898341,57029,2050923,d,Mozilla Firefox,Desktop,0
ID0jCEb2k,2017-01-18 13:51:42,8061693,26348,6906,99510044,f,Edge,Tablet,0
IDOjttX2B,2017-01-11 10:16:11,485230,31409,70409,21153737,a,Edge,Tablet,0
IDwBkoRlK,2017-01-15 09:49:10,1937466,898130,61208,40965804,a,Mozilla,Desktop,0
IDRegvkAD,2017-01-18 11:09:40,5508406,518055,43897,6171136,d,Edge,Tablet,0
IDZ9vmBK9,2017-01-16 11:15:36,5485623,483959,11837,15961717,a,Edge,Tablet,0
IDzbYa4HM,2017-01-14 09:42:05,2457292,222648,82877,48615529,b,Internet Explorer,Tablet,0
IDAtnCRrL,2017-01-16 09:27:14,2829981,940462,54125,67290861,a,,Tablet,0
IDqXdCnZ4,2017-01-17 09:44:55,6421308,435761,73248,61940782,d,Firefox,Mobile,0
IDAA4VOuP,2017-01-12 16:20:30,8130069,929687,26162,37236044,e,Google Chrome,Mobile,0
IDcfs0wMJ,2017-01-16 14:31:46,5980314,580412,37055,7864011,b,Firefox,Mobile,0
IDokc7w4V,2017-01-14 22:29:13,1648261,726456,98552,17990842,d,Google Chrome,,1
IDRSd86gH,2017-01-15 06:42:06,6600379,363496,95113,92640312,b,Firefox,Mobile,0
IDPc2s4eT,2017-01-11 04:08:30,9755477,820980,80554,61940782,f,Mozilla,Desktop,0
ID0eO1dMR,2017-01-16 14:35:59,2991315,550575,40339,43452411,a,Safari,Tablet,0
IDnhZHsPJ,2017-01-17 09:16:53,3806291,174068,59164,26391770,b,InternetExplorer,Desktop,0
IDlZR0mab,2017-01-13 17:12:33,75335,82830,41706,16943535,b,Edge,Tablet,0
IDuAmn6pP,2017-01-16 14:10:41,9020397,958808,8414,82291592,c,Firefox,Mobile,0
IDQKluLKU,2017-01-16 06:28:46,7208858,109612,40339,43452411,f,Firefox,Mobile,0
IDmnOOyeZ,2017-01-16 13:48:26,,914412,82396,45446370,a,Firefox,Mobile,0
IDyaMhhPU,2017-01-13 12:06:33,7518928,883466,40339,43452411,b,Firefox,Mobile,0
IDN792j1D,2017-01-16 10:37:51,2802292,991434,80554,74868704,b,Edge,Tablet,0
IDfWviRQu,2017-01-17 12:49:56,6252919,441351,74802,47079934,e,InternetExplorer,Desktop,1
IDH3gzXLF,2017-01-11 12:24:24,5447349,664491,23576,45446370,e,Firefox,,0
ID62Rf82y,2017-01-11 20:32:00,2961601,64449,904,26391770,c,Internet Explorer,Tablet,0
IDHChphv3,2017-01-15 10:09:34,13687,376925,54916,29624796,b,Edge,Tablet,0
ID22yvhRG,2017-01-11 16:27:29,1050950,338123,54343,71193712,a,,,0
ID9aPfQbb,2017-01-11 10:53:54,8156281,589135,54916,87903766,b,Firefox,Mobile,0
IDIX6XwZr,2017-01-19 09:55:58,5846320,917935,93286,46997962,b,Firefox,Mobile,0
IDOlHvXi9,2017-01-11 18:46:33,8140602,545679,10345,42296429,a,Edge,Tablet,0
IDvQ5sF1L,2017-01-11 02:51:07,2451730,195787,33287,2518327,a,Firefox,Mobile,0
IDYvQbZWe,2017-01-12 15:51:49,7846656,834356,42227,49384126,d,Firefox,Mobile,0
IDYjjAnTe,2017-01-17 13:49:16,4004907,759001,40339,71040875,e,Edge,,0
IDGlQGjtw,2017-01-17 10:01:06,4016534,753413,42227,43770446,b,Firefox,Mobile,0
IDgnxO8cC,2017-01-15 03:40:26,4792986,910295,34670,83909736,c,InternetExplorer,,1
IDOTFS9cd,2017-01-12 15:40:23,7577635,230325,53956,52437512,a,Firefox,Mobile,0
IDCNhYlbm,2017-01-13 15:17:56,8170418,670776,56811,51330651,e,Firefox,,0
IDzsQzqwN,2017-01-11 19:59:53,1725656,927169,26966,49554217,b,Opera,Mobile,0
IDlgQLPjH,2017-01-15 12:14:58,1156760,527399,89522,7864011,b,,Mobile,0
IDJvipfa8,2017-01-12 10:41:36,3542332,192143,93188,91553313,b,Safari,Tablet,0
IDwHnhLPG,2017-01-20 14:12:49,9712435,595146,82877,26120440,b,IE,Mobile,0
IDOgp8QBr,2017-01-10 12:26:38,588029,265764,5602,60774669,b,Firefox,Mobile,0
IDFxYkLLt,2017-01-16 11:02:42,6744194,759838,5602,76683174,b,Google Chrome,Mobile,0
IDsKts5vY,2017-01-12 15:44:03,9153734,266975,15912,1189152,a,Firefox,Mobile,0
IDMFVJBpK,2017-01-14 10:08:16,8202280,309070,41640,74868704,b,Mozilla,Desktop,0
IDhdnBtn2,2017-01-16 11:19:41,1074388,744910,6906,99510044,c,Firefox,Mobile,0
IDg5GpVWJ,2017-01-18 13:10:39,,246314,23576,1434817,b,Edge,Tablet,0
IDizMM1Fv,2017-01-17 09:58:28,750073,601444,6906,99510044,b,Google Chrome,Mobile,0
IDXb4vNjd,2017-01-16 11:06:05,4431921,656726,82877,67290861,a,Firefox,Mobile,0
IDYpX0RnV,2017-01-20 17:16:21,,864539,34670,83909736,a,Firefox,Mobile,0
IDVueZmXm,2017-01-16 12:16:09,92548,81880,70443,80170805,a,Edge,Tablet,0
IDseTSVl2,2017-01-16 16:12:19,6140887,668290,64452,87726715,a,Google Chrome,Mobile,0
IDinTlJIh,2017-01-20 16:03:06,1123638,907896,42227,55358028,b,Mozilla,Desktop,0
IDU3K0JX7,2017-01-14 13:08:51,8875010,845902,46365,20301556,b,,Tablet,0
IDSjx1lE9,2017-01-13 04:16:55,137360,919276,904,20301556,b,Edge,Tablet,0
IDPVezECQ,2017-01-19 07:06:54,3665704,780988,73248,1189152,a,Mozilla,Desktop,0
ID5mOnpgg,2017-01-12 11:16:39,9853683,727460,6906,98830533,b,Mozilla,Desktop,0
ID3jvBNaE,2017-01-11 16:16:08,3063147,3569,2053,63492765,b,Edge,Tablet,0
